datetime,date,lowest_price_per_mwh,highest_price_per_mwh,eic_count,installed_capacity,euros_per_mwh,hours_ahead,temperature,dewpoint,cloudcover_high,cloudcover_low,cloudcover_mid,cloudcover_total,10_metre_u_wind_component,10_metre_v_wind_component,direct_solar_radiation,surface_solar_radiation_downwards,snowfall,total_precipitation,dayofyear,hour,day,weekday,month,year,segment,sin(dayofyear),cos(dayofyear),sin(hour),cos(hour),target
2021-11-01 10:00:00,2021-11-01,65.01,67.98,6.0,324.2,64.99,35.0,10.49209,7.190912,0.16862488,0.0,0.0,0.16862488,-2.5540638,4.5191345,677.69,242.95111,0.0,0.0,305,10,1,1,11,2021,6_1_3_0,-0.8660254,0.5,0.5,-0.8660254,12.92
2021-11-01 11:00:00,2021-11-01,65.01,67.98,6.0,324.2,64.91,36.0,10.466089,6.9893126,0.09714508,0.0,0.0,0.09714508,-2.6070194,4.3516636,653.3628,214.66583,0.0,0.0,305,11,1,1,11,2021,6_1_3_0,-0.8660254,0.5,0.25881904,-0.9659258,16.218
2021-11-01 12:00:00,2021-11-01,65.01,67.98,6.0,324.2,61.66,37.0,10.069239,6.5645385,0.16769409,0.0,0.0,0.16769409,-2.511198,4.629797,585.73,155.45222,0.0,0.0,305,12,1,1,11,2021,6_1_3_0,-0.8660254,0.5,1.2246469e-16,-1.0,16.379
2021-11-01 13:00:00,2021-11-01,65.01,67.98,6.0,324.2,57.4,38.0,9.139002,5.7239013,0.04349518,0.0,0.0,0.04349518,-2.1429157,4.673339,391.33777,70.36417,0.0,0.0,305,13,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.25881904,-0.9659258,16.598
2021-11-01 14:00:00,2021-11-01,65.01,67.98,6.0,324.2,61.07,39.0,8.145472,5.4601684,0.0,0.0,0.0,0.0,-2.0011253,4.463434,78.18667,5.44,0.0,0.0,305,14,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.5,-0.8660254,7.584
2021-11-01 15:00:00,2021-11-01,65.01,67.98,6.0,324.2,75.89,40.0,7.6549926,5.4015136,0.0,0.0,0.0,0.0,-2.135378,4.514756,0.2488889,0.0,0.0,0.0,305,15,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.70710677,-0.70710677,3.57
2021-11-01 16:00:00,2021-11-01,65.01,67.98,6.0,324.2,90.0,41.0,7.53396,5.1874633,0.0,0.0,0.0,0.0,-2.2015448,4.889144,0.0,0.0,0.0,0.0,305,16,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.8660254,-0.5,0.363
2021-11-01 17:00:00,2021-11-01,65.01,67.98,6.0,324.2,97.51,42.0,7.4521117,4.958093,0.0,0.0,0.0,0.0,-2.0934944,5.140787,0.0,0.0,0.0,0.0,305,17,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.9659258,-0.25881904,0.0
2021-11-01 18:00:00,2021-11-01,65.01,67.98,6.0,324.2,95.5,43.0,7.3210692,4.784143,0.0,0.0,0.0,0.0,-1.8604212,5.21175,0.0,0.0,0.0,0.0,305,18,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-1.0,-1.8369701e-16,0.0
2021-11-01 19:00:00,2021-11-01,65.01,67.98,6.0,324.2,92.07,44.0,7.2065063,4.714746,0.0,0.0,0.0,0.0,-1.4227943,5.2225075,0.0,0.0019444445,0.0,0.0,305,19,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.9659258,0.25881904,0.0
2021-11-01 20:00:00,2021-11-01,65.01,67.98,6.0,324.2,71.46,45.0,7.1199584,4.692102,0.0,0.0,0.0,0.0,-1.2208252,5.17115,0.0,0.0,0.0,0.0,305,20,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.8660254,0.5,0.0
2021-11-01 21:00:00,2021-11-01,65.01,67.98,6.0,324.2,64.2,46.0,6.8979735,4.686975,0.0,0.0,0.0,0.0,-1.3067961,4.9975777,0.0,0.0,0.0,0.0,305,21,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.70710677,0.70710677,0.0
2021-11-01 22:00:00,2021-11-01,65.01,67.98,6.0,324.2,58.5,47.0,6.546045,4.7361693,0.0,0.0,0.0,0.0,-1.3541098,4.7439947,0.0,0.0,0.0,-2.4959445e-07,305,22,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.5,0.8660254,0.0
2021-11-01 23:00:00,2021-11-01,65.01,67.98,6.0,324.2,45.47,36.0,6.2327514,4.7829223,0.0,0.0,0.0,0.0,-1.3950009,4.5742807,0.0,0.0,0.0,0.0,305,23,1,1,11,2021,6_1_3_0,-0.8660254,0.5,-0.25881904,0.9659258,0.0
2021-11-02 00:00:00,2021-11-02,65.0,90.34,6.0,324.2,59.22,25.0,6.0558715,4.876367,0.0,5.340576e-05,0.0,5.340576e-05,-1.6049986,4.4920073,0.0,0.0,0.0,0.0,306,0,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.0,1.0,0.0
2021-11-02 01:00:00,2021-11-02,65.0,90.34,6.0,324.2,55.06,26.0,5.8561034,4.877954,0.0,0.111255646,0.0,0.111255646,-1.757349,4.223692,0.0,0.0,0.0,0.0,306,1,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.25881904,0.9659258,0.0
2021-11-02 02:00:00,2021-11-02,65.0,90.34,6.0,324.2,43.92,27.0,5.598169,4.7639403,0.0,0.20964813,0.0,0.20964813,-2.1027546,3.73775,0.0,0.0,0.0,0.0,306,2,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.5,0.8660254,0.0
2021-11-02 03:00:00,2021-11-02,65.0,90.34,6.0,324.2,38.95,28.0,5.4135985,4.641565,0.0,0.3219757,0.0,0.3219757,-2.3806686,3.7920809,0.0,0.0,0.0,0.0,306,3,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.70710677,0.70710677,0.0
2021-11-02 04:00:00,2021-11-02,65.0,90.34,6.0,324.2,38.96,29.0,5.414514,4.652612,0.0,0.83750916,0.0,0.83750916,-2.6214056,4.1266155,0.0,0.0,0.0,0.0,306,4,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.8660254,0.5,0.0
2021-11-02 05:00:00,2021-11-02,65.0,90.34,6.0,324.2,60.1,30.0,5.568811,4.766626,0.0,0.82722473,0.0,0.82722473,-2.5872612,4.3306303,4.7272224,0.16472222,0.0,0.0,306,5,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.9659258,0.25881904,0.0
2021-11-02 06:00:00,2021-11-02,65.0,90.34,6.0,324.2,58.29,31.0,6.2455077,4.9692016,0.0,0.8297882,0.0,0.8297882,-2.4180298,4.553232,128.24167,31.404444,0.0,0.0,306,6,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,1.0,6.123234e-17,0.0
2021-11-02 07:00:00,2021-11-02,65.0,90.34,6.0,324.2,75.3,32.0,7.0614257,5.322656,0.0,0.48841858,0.0,0.48841858,-2.8265219,3.4332867,228.75806,90.26556,0.0,0.0,306,7,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.9659258,-0.25881904,0.0
2021-11-02 08:00:00,2021-11-02,65.0,90.34,6.0,324.2,86.24,33.0,7.826837,5.415399,0.0,0.24098206,0.0,0.24098206,-3.0345364,4.63694,366.355,159.31944,0.0,0.0,306,8,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.8660254,-0.5,0.206
2021-11-02 09:00:00,2021-11-02,65.0,90.34,6.0,324.2,83.1,34.0,8.474146,5.5644317,0.0,0.42027283,0.0,0.42027283,-2.5117092,5.7190943,438.6975,197.02055,0.0,0.0,306,9,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.70710677,-0.70710677,4.508
2021-11-02 10:00:00,2021-11-02,65.0,90.34,6.0,324.2,80.19,35.0,9.057917,5.61239,0.0,0.5211029,0.0,0.5211029,-2.3661346,5.778983,398.08057,195.52028,0.0,0.0,306,10,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.5,-0.8660254,11.473
2021-11-02 11:00:00,2021-11-02,65.0,90.34,6.0,324.2,75.81,36.0,9.290186,5.778497,0.0,0.12437439,0.0,0.12437439,-2.5114164,4.842453,493.3314,190.77083,0.0,0.0,306,11,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,0.25881904,-0.9659258,11.2
2021-11-02 12:00:00,2021-11-02,65.0,90.34,6.0,324.2,76.45,37.0,9.016199,6.1580443,0.0,0.021972656,0.0,0.021972656,-3.067029,2.8947382,429.11945,134.42139,0.0,0.0,306,12,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,1.2246469e-16,-1.0,10.634
2021-11-02 13:00:00,2021-11-02,65.0,90.34,6.0,324.2,77.97,38.0,8.109034,6.0036864,0.0,0.0021362305,0.0,0.0021362305,-3.5607033,2.612897,336.3089,62.789722,0.0,0.0,306,13,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.25881904,-0.9659258,11.849
2021-11-02 14:00:00,2021-11-02,65.0,90.34,6.0,324.2,79.56,39.0,7.178247,5.669824,0.0,0.015808105,0.0,0.015808105,-3.5419607,2.918581,67.3325,4.2802777,0.0,0.0,306,14,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.5,-0.8660254,7.572
2021-11-02 15:00:00,2021-11-02,65.0,90.34,6.0,324.2,84.26,40.0,6.817041,5.46203,0.0,0.11668396,6.866455e-05,0.11671448,-3.5201225,3.483533,0.28444445,0.0,0.0,3.7252903e-09,306,15,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.70710677,-0.70710677,1.771
2021-11-02 16:00:00,2021-11-02,65.0,90.34,6.0,324.2,84.86,41.0,6.5751586,5.3585753,0.0,0.20829773,0.024604797,0.22827148,-3.4411707,3.9632463,0.0,0.0,0.0,0.0,306,16,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.8660254,-0.5,0.026
2021-11-02 17:00:00,2021-11-02,65.0,90.34,6.0,324.2,94.75,42.0,6.2293334,5.266809,0.0,0.20547485,0.013168335,0.21562195,-3.1761417,3.9628792,0.0,0.0,0.0,0.0,306,17,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.9659258,-0.25881904,0.0
2021-11-02 18:00:00,2021-11-02,65.0,90.34,6.0,324.2,92.52,43.0,5.8908324,5.0890136,0.12121582,0.3865509,0.007827759,0.4632721,-3.1515102,3.7929907,0.0,0.0,0.0,0.0,306,18,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-1.0,-1.8369701e-16,0.0
2021-11-02 19:00:00,2021-11-02,65.0,90.34,6.0,324.2,84.2,44.0,5.8052,5.0371337,0.4997177,0.9419098,0.04472351,0.9746704,-3.1657658,3.6458197,0.0,-0.108611114,0.0,0.0,306,19,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.9659258,0.25881904,0.0
2021-11-02 20:00:00,2021-11-02,65.0,90.34,6.0,324.2,79.92,45.0,6.3721557,5.2264037,0.7382202,1.0,0.18511963,1.0,-2.8953533,3.5794697,0.0,0.0,0.0,0.0,306,20,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.8660254,0.5,0.0
2021-11-02 21:00:00,2021-11-02,65.0,90.34,6.0,324.2,76.42,46.0,7.0091796,5.3218627,0.9810486,1.0,0.43569946,1.0,-2.9530315,3.2650652,0.0,0.0,0.0,2.9802322e-08,306,21,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.70710677,0.70710677,0.0
2021-11-02 22:00:00,2021-11-02,65.0,90.34,6.0,324.2,58.39,47.0,7.0660644,5.1393065,0.99845886,0.9999976,0.56040955,0.9999976,-3.3379765,2.9810925,0.0,0.0,0.0,2.682209e-07,306,22,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.5,0.8660254,0.0
2021-11-02 23:00:00,2021-11-02,65.0,90.34,6.0,324.2,60.07,36.0,6.9003844,4.943872,0.50935364,0.99999976,0.99585724,1.0000015,-3.7840548,3.0096273,0.0,0.0,0.0,0.00030639768,306,23,2,2,11,2021,6_1_3_0,-0.85731465,0.5147928,-0.25881904,0.9659258,0.0
2021-11-03 00:00:00,2021-11-03,59.0,87.9,6.0,324.2,6.63,25.0,6.4416137,5.016504,0.08772278,0.9999734,1.0,1.0000036,-4.1629906,3.0331812,0.0,0.0,0.0,0.0005118847,307,0,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.0,1.0,0.0
2021-11-03 01:00:00,2021-11-03,59.0,87.9,6.0,324.2,3.65,26.0,6.27865,4.8907104,0.17901611,0.9942918,1.0,0.9999998,-4.3359165,2.7779157,0.0,0.0,0.0,0.00031161308,307,1,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.25881904,0.9659258,0.0
2021-11-03 02:00:00,2021-11-03,59.0,87.9,6.0,324.2,4.18,27.0,5.8178344,4.9534545,0.005844116,0.99995697,1.0,0.9999998,-4.317648,2.7364485,0.0,0.0,0.0,0.0004811287,307,2,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.5,0.8660254,0.0
2021-11-03 03:00:00,2021-11-03,59.0,87.9,6.0,324.2,3.43,28.0,5.5714355,4.608545,0.99043274,1.0000007,1.0,1.0000008,-4.3563604,2.72375,0.0,0.0,0.0,5.4359436e-05,307,3,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.70710677,0.70710677,0.0
2021-11-03 04:00:00,2021-11-03,59.0,87.9,6.0,324.2,7.77,29.0,5.3962035,4.509729,0.6839142,0.8072586,0.9297943,0.9925773,-4.16899,2.5889523,0.0,0.0,0.0,0.00047039986,307,4,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.8660254,0.5,0.0
2021-11-03 05:00:00,2021-11-03,59.0,87.9,6.0,324.2,13.02,30.0,5.2033324,4.549066,0.9573822,0.9997642,0.9999907,1.0000001,-4.02114,2.63021,0.0,0.13777778,0.0,0.00015808603,307,5,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.9659258,0.25881904,0.0
2021-11-03 06:00:00,2021-11-03,59.0,87.9,6.0,324.2,109.02,31.0,5.6477294,4.8276916,0.99938965,0.9999612,0.999998,0.9999998,-4.1283445,2.6240687,0.035555556,11.472222,0.0,7.785295e-05,307,6,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,1.0,6.123234e-17,0.0
2021-11-03 07:00:00,2021-11-03,59.0,87.9,6.0,324.2,130.04,32.0,6.079492,5.227899,1.0,1.0000062,0.9999971,1.0,-3.905119,2.5022547,0.28444445,35.06278,0.0,7.7045435e-05,307,7,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.9659258,-0.25881904,0.0
2021-11-03 08:00:00,2021-11-03,59.0,87.9,6.0,324.2,130.02,33.0,6.3557982,5.8120055,0.9999695,0.99999624,1.0000057,1.0,-3.4598694,2.3028486,0.2488889,47.295,0.0,0.00082703313,307,8,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.8660254,-0.5,0.002
2021-11-03 09:00:00,2021-11-03,59.0,87.9,6.0,324.2,133.89,34.0,6.547693,6.0365233,0.36695862,1.0000061,1.0000015,1.0,-3.3373146,1.9854174,0.0,37.184723,0.0,0.0006526939,307,9,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.70710677,-0.70710677,0.039
2021-11-03 10:00:00,2021-11-03,59.0,87.9,6.0,324.2,132.64,35.0,6.686395,6.2308593,0.38279724,1.0000039,0.9999995,1.0,-3.1776228,1.5877781,0.0,29.5425,0.0,0.0004427433,307,10,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.5,-0.8660254,0.069
2021-11-03 11:00:00,2021-11-03,59.0,87.9,6.0,324.2,130.05,36.0,6.8211913,6.312158,0.8520813,1.0000067,0.99999756,1.0000002,-2.9179764,1.4561014,0.0,19.667778,0.0,0.0001487732,307,11,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,0.25881904,-0.9659258,0.064
2021-11-03 12:00:00,2021-11-03,59.0,87.9,6.0,324.2,133.25,37.0,6.9304442,6.4643188,0.9945679,1.0000052,1.0000045,0.99999887,-2.5471973,1.5340099,0.0,12.673889,0.0,0.000121627,307,12,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,1.2246469e-16,-1.0,0.154
2021-11-03 13:00:00,2021-11-03,59.0,87.9,6.0,324.2,133.37,38.0,6.958734,6.612268,0.9863739,0.9999943,1.000003,1.0000019,-2.2098665,1.6227207,0.0,5.153333,0.0,0.00034151739,307,13,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.25881904,-0.9659258,0.077
2021-11-03 14:00:00,2021-11-03,59.0,87.9,6.0,324.2,131.2,39.0,6.994592,6.66662,0.9946747,0.9999977,0.9999988,1.0000002,-1.9050665,1.8287964,0.0,0.5644444,0.0,0.00031432975,307,14,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.5,-0.8660254,0.001
2021-11-03 15:00:00,2021-11-03,59.0,87.9,6.0,324.2,132.49,40.0,7.0157104,6.6933227,0.99998474,1.0000073,0.9999989,1.0000001,-1.5353127,2.1401148,-0.20732638,-0.031666666,0.0,0.00013048155,307,15,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.70710677,-0.70710677,0.003
2021-11-03 16:00:00,2021-11-03,59.0,87.9,6.0,324.2,126.31,41.0,7.056482,6.7361083,0.99765015,1.0000007,0.99999624,1.0,-1.3078566,2.397935,0.0,0.0,0.0,5.4494943e-05,307,16,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.8660254,-0.5,0.001
2021-11-03 17:00:00,2021-11-03,59.0,87.9,6.0,324.2,133.11,42.0,7.141809,6.7120605,0.9949188,0.99977875,1.0000033,1.0,-0.79853344,2.5976458,0.0,0.0,0.0,0.00010241801,307,17,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.9659258,-0.25881904,0.0
2021-11-03 18:00:00,2021-11-03,59.0,87.9,6.0,324.2,130.07,43.0,7.0906005,6.4476256,0.99928284,1.0000076,0.99999255,1.0000002,-0.7117138,2.879961,0.0,0.0,0.0,0.0001209802,307,18,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-1.0,-1.8369701e-16,0.0
2021-11-03 19:00:00,2021-11-03,59.0,87.9,6.0,324.2,130.04,44.0,7.0819335,6.335077,0.95951843,0.99999666,0.99999976,0.9999991,-1.0852242,3.1122618,0.0,0.0,0.0,0.0003886558,307,19,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.9659258,0.25881904,0.0
2021-11-03 20:00:00,2021-11-03,59.0,87.9,6.0,324.2,106.15,45.0,7.225366,6.6153197,1.0,0.9999958,1.0,1.0000004,-0.6422663,3.1417866,0.0,0.0,0.0,0.0005520042,307,20,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.8660254,0.5,0.0
2021-11-03 21:00:00,2021-11-03,59.0,87.9,6.0,324.2,87.93,46.0,7.5455565,6.996576,0.99993896,0.9999949,1.0,0.99999726,0.60824585,3.4799366,0.0,0.0,0.0,0.00056048855,307,21,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.70710677,0.70710677,0.0
2021-11-03 22:00:00,2021-11-03,59.0,87.9,6.0,324.2,19.15,47.0,8.0029545,7.3221984,1.0,0.9999938,1.0,1.0000042,2.587737,4.2212696,0.0,0.0,0.0,0.0008722381,307,22,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.5,0.8660254,0.0
2021-11-03 23:00:00,2021-11-03,59.0,87.9,6.0,324.2,16.63,36.0,7.632135,6.935098,0.9957657,0.81283027,0.9982681,1.0000017,2.0732317,3.3990483,0.0,0.0,0.0,0.00019335747,307,23,3,3,11,2021,6_1_3_0,-0.8483512,0.5294339,-0.25881904,0.9659258,0.0
2021-11-04 00:00:00,2021-11-04,59.0,83.69,6.0,324.2,45.05,25.0,6.938989,6.506799,1.0,0.9999972,1.0,0.9999972,0.79126453,2.1722546,0.0,0.0,0.0,9.8228455e-05,308,0,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.0,1.0,0.0
2021-11-04 01:00:00,2021-11-04,59.0,83.69,6.0,324.2,15.57,26.0,7.251367,6.8167663,0.8022766,0.9988282,0.99868774,0.99999547,1.0579691,2.4331074,0.0,0.0,0.0,0.00015943055,308,1,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.25881904,0.9659258,0.0
2021-11-04 02:00:00,2021-11-04,59.0,83.69,6.0,324.2,14.96,27.0,7.550195,7.047754,0.50372314,1.0000025,0.83665466,1.0000025,2.3135426,2.7931108,0.0,0.0,0.0,7.755426e-05,308,2,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.5,0.8660254,0.0
2021-11-04 03:00:00,2021-11-04,59.0,83.69,6.0,324.2,15.24,28.0,8.140345,7.309015,0.21992493,0.70503235,0.5332031,0.7277374,4.280389,2.5256968,0.0,0.0,0.0,0.00010579289,308,3,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.70710677,0.70710677,0.0
2021-11-04 04:00:00,2021-11-04,59.0,83.69,6.0,324.2,73.49,29.0,7.8284545,6.950128,0.0,0.45164517,0.00630188,0.45165414,4.000292,2.803937,0.0,0.0,0.0,1.9916333e-06,308,4,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.8660254,0.5,0.0
2021-11-04 05:00:00,2021-11-04,59.0,83.69,6.0,324.2,77.9,30.0,7.1393065,6.322595,0.0,0.41378784,0.0,0.41378784,3.8157978,3.4627466,4.1955557,0.0,0.0,-5.098991e-08,308,5,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.9659258,0.25881904,0.0
2021-11-04 06:00:00,2021-11-04,59.0,83.69,6.0,324.2,114.74,31.0,7.5086303,6.546991,0.0,0.5980377,0.0,0.59804714,3.7560577,3.3441172,116.937775,27.221006,0.0,1.2347009e-05,308,6,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,1.0,6.123234e-17,0.0
2021-11-04 07:00:00,2021-11-04,59.0,83.69,6.0,324.2,127.96,32.0,8.189661,6.9526916,0.33206177,0.2763977,0.0,0.5596203,3.7507153,3.0785456,233.14667,85.80113,0.0,-2.0721927e-08,308,7,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.9659258,-0.25881904,0.0
2021-11-04 08:00:00,2021-11-04,59.0,83.69,6.0,324.2,150.06,33.0,8.694483,7.336206,0.50901794,0.27541664,0.0,0.6434571,2.9131813,3.184187,447.41562,162.40414,0.0,1.8835068e-05,308,8,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.8660254,-0.5,0.064
2021-11-04 09:00:00,2021-11-04,59.0,83.69,6.0,324.2,141.74,34.0,9.102076,7.0821776,0.0337677,0.50663626,0.008514404,0.5211818,3.9945936,3.7351198,530.7684,206.15855,0.0,6.556511e-05,308,9,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.70710677,-0.70710677,1.774
2021-11-04 10:00:00,2021-11-04,59.0,83.69,6.0,324.2,133.77,35.0,9.480463,6.85354,0.5340729,0.56744385,0.0028305054,0.76718944,3.5313196,3.531642,385.7492,180.84056,0.0,2.8133392e-05,308,10,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.5,-0.8660254,8.039
2021-11-04 11:00:00,2021-11-04,59.0,83.69,6.0,324.2,138.47,36.0,9.45376,6.947595,0.6128845,0.45126343,0.010108948,0.7250915,2.4885235,3.5347013,379.90173,158.80194,0.0,3.8027763e-05,308,11,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,0.25881904,-0.9659258,7.571
2021-11-04 12:00:00,2021-11-04,59.0,83.69,6.0,324.2,136.27,37.0,8.960047,7.1641173,1.0,0.29260254,0.0059051514,0.99999255,1.2420702,3.322577,299.6727,107.86528,0.0,2.9802322e-05,308,12,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,1.2246469e-16,-1.0,7.342
2021-11-04 13:00:00,2021-11-04,59.0,83.69,6.0,324.2,130.13,38.0,7.749475,6.815637,0.9990845,0.22741699,0.00018310547,0.9994271,0.22416687,2.9410427,84.753075,42.251667,0.0,1.1920929e-07,308,13,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.25881904,-0.9659258,12.15
2021-11-04 14:00:00,2021-11-04,59.0,83.69,6.0,324.2,130.13,39.0,6.9365478,6.464105,0.99998474,0.17051697,0.00048828125,0.9999896,-0.40523338,2.8260677,2.881736,1.8844445,0.0,4.7683716e-07,308,14,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.5,-0.8660254,3.032
2021-11-04 15:00:00,2021-11-04,59.0,83.69,6.0,324.2,138.5,40.0,6.3705688,6.0070434,1.0000069,0.5276642,0.0004272461,0.99999994,-0.8717451,3.044309,0.0,0.0,0.0,0.0,308,15,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.70710677,-0.70710677,0.631
2021-11-04 16:00:00,2021-11-04,59.0,83.69,6.0,324.2,165.14,41.0,6.1219115,5.807794,0.99999994,0.65086365,0.059921265,1.0,-1.3842745,2.2371082,0.0,0.0,0.0,0.0,308,16,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.8660254,-0.5,0.002
2021-11-04 17:00:00,2021-11-04,59.0,83.69,6.0,324.2,165.12,42.0,5.725244,5.452295,1.0,0.5209503,0.5397186,1.0,-1.7519922,1.1916571,0.0,0.0,0.0,0.0,308,17,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.9659258,-0.25881904,0.0
2021-11-04 18:00:00,2021-11-04,59.0,83.69,6.0,324.2,138.47,43.0,5.518335,5.2177672,0.9999998,0.31282043,0.9708252,1.0,-2.2918406,0.4597721,0.0,0.0,0.0,0.0,308,18,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-1.0,-1.8369701e-16,0.0
2021-11-04 19:00:00,2021-11-04,59.0,83.69,6.0,324.2,138.46,44.0,5.485803,5.108606,1.0000001,0.06800842,1.0,1.0,-2.6426945,0.043237686,0.0,0.14638889,0.0,0.0,308,19,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.9659258,0.25881904,0.0
2021-11-04 20:00:00,2021-11-04,59.0,83.69,6.0,324.2,104.59,45.0,5.5976195,5.095178,0.9999958,0.14297485,1.0,1.0,-3.3041162,-0.06820583,0.0,0.0,0.0,8.523464e-05,308,20,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.8660254,0.5,0.0
2021-11-04 21:00:00,2021-11-04,59.0,83.69,6.0,324.2,89.2,46.0,5.806482,5.1521544,1.0000062,0.23815918,0.997879,1.0,-3.6577196,0.14126873,0.0,0.0,0.0,0.00021674274,308,21,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.70710677,0.70710677,0.0
2021-11-04 22:00:00,2021-11-04,59.0,83.69,6.0,324.2,45.06,47.0,6.0415893,5.3490233,0.9999695,0.22193909,0.9999961,1.0,-3.888483,0.07383442,0.0,0.0,0.0,0.0001404318,308,22,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.5,0.8660254,0.0
2021-11-04 23:00:00,2021-11-04,59.0,83.69,6.0,324.2,45.07,36.0,6.3700957,5.625406,1.0,0.24131775,0.9990507,1.0,-4.1697817,0.61252785,0.0,0.0,0.0,0.0010872174,308,23,4,4,11,2021,6_1_3_0,-0.83913773,0.54391897,-0.25881904,0.9659258,0.0
2021-11-05 00:00:00,2021-11-05,65.0,77.25,6.0,324.2,50.09,25.0,6.489221,5.8700805,0.15032959,0.57640076,1.0,0.9999944,-4.111867,0.8069,0.0,0.0,0.0,0.000782144,309,0,5,5,11,2021,6_1_3_0,-0.829677,0.55824375,0.0,1.0,0.0
